VendorPartNo,Sales Year,Make,Category,IsDevelopment,Total VIO,FirstSoldDate,vehicleMaxQty,PartsAuthority,SSF,Worldpac,PartsAuthority Sales count,SSF Sales count,WorldPac Sales count,UnitsSold360 Sales count,Total Units Sold Sales count,SalesYearRank
B-6383,2018,BMW,Suspension,0,77553,2012-01-09,2,1,0,1,5.0,0.0,105.0,0.0,135.0,7
B-6383,2019,BMW,Suspension,0,77553,2012-01-09,2,1,0,1,4.0,0.0,33.0,37.0,44.0,8
B-6383,2020,BMW,Suspension,0,77553,2012-01-09,2,1,0,1,1.0,0.0,0.0,0.0,18.0,9
B-6384,2016,BMW,Suspension,0,497199,2012-01-25,2,1,0,0,18.0,0.0,257.0,0.0,438.0,5
B-6384,2017,BMW,Suspension,0,497199,2012-01-25,2,1,0,0,7.0,0.0,280.0,0.0,419.0,6
B-6384,2018,BMW,Suspension,0,497199,2012-01-25,2,1,0,0,4.0,0.0,194.0,0.0,352.0,7
B-6384,2019,BMW,Suspension,0,497199,2012-01-25,2,1,0,0,13.0,0.0,0.0,174.0,127.0,8
B-6384,2020,BMW,Suspension,0,497199,2012-01-25,2,1,0,0,49.0,0.0,0.0,0.0,105.0,9
B-6387,2016,Mercedes-Benz,Fuel,0,51587,2005-11-30,1,1,1,0,0.0,190.0,0.0,0.0,277.0,12
B-6387,2017,Mercedes-Benz,Fuel,0,51587,2005-11-30,1,1,1,0,0.0,171.0,0.0,0.0,270.0,13
B-6387,2018,Mercedes-Benz,Fuel,0,51587,2005-11-30,1,1,1,0,4.0,140.0,0.0,0.0,224.0,14
B-6387,2019,Mercedes-Benz,Fuel,0,51587,2005-11-30,1,1,1,0,16.0,128.0,0.0,275.0,229.0,15
B-6387,2020,Mercedes-Benz,Fuel,0,51587,2005-11-30,1,1,1,0,26.0,142.0,0.0,0.0,234.0,16
B-6389,2016,Porsche,Transmission,0,26531,2013-02-21,1,1,0,1,10.0,0.0,0.0,0.0,420.0,4
B-6389,2017,Porsche,Transmission,0,26531,2013-02-21,1,1,0,1,4.0,0.0,0.0,0.0,261.0,5
B-6389,2018,Porsche,Transmission,0,26531,2013-02-21,1,1,0,1,1.0,0.0,0.0,0.0,224.0,6
B-6389,2019,Porsche,Transmission,0,26531,2013-02-21,1,1,0,1,18.0,0.0,1.0,138.0,120.0,7
B-6389,2020,Porsche,Transmission,0,26531,2013-02-21,1,1,0,1,25.0,0.0,2.0,0.0,80.0,8
B-6390,2016,Mercedes-Benz,Body,0,178382,2015-11-18,1,0,1,1,0.0,33.0,39.0,0.0,249.0,2
B-6390,2017,Mercedes-Benz,Body,0,178382,2015-11-18,1,0,1,1,0.0,101.0,21.0,0.0,230.0,3
B-6390,2018,Mercedes-Benz,Body,0,178382,2015-11-18,1,0,1,1,0.0,79.0,45.0,0.0,228.0,4
B-6390,2019,Mercedes-Benz,Body,0,178382,2015-11-18,1,0,1,1,0.0,130.0,44.0,291.0,257.0,5
B-6390,2020,Mercedes-Benz,Body,0,178382,2015-11-18,1,0,1,1,0.0,129.0,39.0,0.0,237.0,6
B-6391,2016,Mercedes-Benz,Electrical,0,60801,2015-02-16,1,1,1,1,111.0,175.0,520.0,0.0,1011.0,2
B-6391,2017,Mercedes-Benz,Electrical,0,60801,2015-02-16,1,1,1,1,220.0,205.0,295.0,0.0,920.0,3
B-6391,2018,Mercedes-Benz,Electrical,0,60801,2015-02-16,1,1,1,1,297.0,298.0,389.0,0.0,1157.0,4
B-6391,2019,Mercedes-Benz,Electrical,0,60801,2015-02-16,1,1,1,1,364.0,275.0,486.0,1383.0,1311.0,5
B-6391,2020,Mercedes-Benz,Electrical,0,60801,2015-02-16,1,1,1,1,440.0,248.0,293.0,0.0,1112.0,6
B-6392,2016,BMW,Electrical,0,72312,2015-03-02,1,1,1,1,103.0,299.0,246.0,0.0,827.0,2
B-6392,2017,BMW,Electrical,0,72312,2015-03-02,1,1,1,1,198.0,188.0,250.0,0.0,875.0,3
B-6392,2018,BMW,Electrical,0,72312,2015-03-02,1,1,1,1,179.0,188.0,199.0,0.0,955.0,4
B-6392,2019,BMW,Electrical,0,72312,2015-03-02,1,1,1,1,181.0,158.0,161.0,1293.0,968.0,5
B-6392,2020,BMW,Electrical,0,72312,2015-03-02,1,1,1,1,487.0,130.0,46.0,0.0,1144.0,6
B-6393,2016,Land Rover,Body,0,238612,2013-01-03,1,1,0,1,3.0,0.0,90.0,0.0,113.0,4
B-6393,2017,Land Rover,Body,0,238612,2013-01-03,1,1,0,1,6.0,0.0,43.0,0.0,79.0,5
B-6393,2018,Land Rover,Body,0,238612,2013-01-03,1,1,0,1,4.0,0.0,100.0,0.0,142.0,6
B-6393,2019,Land Rover,Body,0,238612,2013-01-03,1,1,0,1,44.0,0.0,73.0,246.0,183.0,7
B-6393,2020,Land Rover,Body,0,238612,2013-01-03,1,1,0,1,64.0,0.0,94.0,0.0,184.0,8
B-6395,2016,Mercedes-Benz,Electrical,0,53109,2015-02-27,1,1,1,1,144.0,164.0,4.0,0.0,410.0,2
B-6395,2017,Mercedes-Benz,Electrical,0,53109,2015-02-27,1,1,1,1,102.0,223.0,102.0,0.0,483.0,3
B-6395,2018,Mercedes-Benz,Electrical,0,53109,2015-02-27,1,1,1,1,120.0,143.0,178.0,0.0,514.0,4
B-6395,2019,Mercedes-Benz,Electrical,0,53109,2015-02-27,1,1,1,1,190.0,252.0,148.0,769.0,700.0,5
B-6395,2020,Mercedes-Benz,Electrical,0,53109,2015-02-27,1,1,1,1,205.0,140.0,148.0,0.0,607.0,6
B-6397,2018,Mercedes-Benz,Climate Control,1,138081,2018-10-08,1,1,1,1,0.0,81.0,0.0,0.0,268.0,1
B-6397,2019,Mercedes-Benz,Climate Control,1,138081,2018-10-08,1,1,1,1,40.0,203.0,30.0,936.0,699.0,2
B-6397,2020,Mercedes-Benz,Climate Control,1,138081,2018-10-08,1,1,1,1,10.0,0.0,24.0,0.0,83.0,3
B-6398,2016,BMW,Cooling,0,318214,2012-11-27,2,1,0,1,1095.0,0.0,0.0,0.0,1681.0,5
B-6398,2017,BMW,Cooling,0,318214,2012-11-27,2,1,0,1,994.0,0.0,0.0,0.0,1475.0,6
B-6398,2018,BMW,Cooling,0,318214,2012-11-27,2,1,0,1,663.0,0.0,0.0,0.0,912.0,7
B-6398,2019,BMW,Cooling,0,318214,2012-11-27,2,1,0,1,433.0,0.0,2.0,590.0,653.0,8
B-6398,2020,BMW,Cooling,0,318214,2012-11-27,2,1,0,1,407.0,0.0,3.0,0.0,537.0,9
B-6399,2016,BMW,Cooling,0,118991,2012-10-30,2,1,0,0,992.0,0.0,0.0,0.0,1675.0,5
B-6399,2017,BMW,Cooling,0,118991,2012-10-30,2,1,0,0,567.0,0.0,0.0,0.0,961.0,6
B-6399,2018,BMW,Cooling,0,118991,2012-10-30,2,1,0,0,279.0,0.0,0.0,0.0,443.0,7
B-6399,2019,BMW,Cooling,0,118991,2012-10-30,2,1,0,0,330.0,0.0,0.0,442.0,426.0,8
B-6399,2020,BMW,Cooling,0,118991,2012-10-30,2,1,0,0,267.0,0.0,0.0,0.0,363.0,9
B-6400,2016,BMW,Fuel,0,28902,2014-07-08,1,1,1,1,81.0,65.0,0.0,0.0,256.0,3
B-6400,2017,BMW,Fuel,0,28902,2014-07-08,1,1,1,1,50.0,60.0,0.0,0.0,179.0,4
B-6400,2018,BMW,Fuel,0,28902,2014-07-08,1,1,1,1,58.0,30.0,93.0,0.0,221.0,5
B-6400,2019,BMW,Fuel,0,28902,2014-07-08,1,1,1,1,50.0,16.0,45.0,151.0,149.0,6
B-6400,2020,BMW,Fuel,0,28902,2014-07-08,1,1,1,1,32.0,7.0,57.0,0.0,126.0,7
B-6401,2016,Volvo,Body,0,106817,2013-01-15,1,1,1,1,17.0,0.0,104.0,0.0,233.0,4
B-6401,2017,Volvo,Body,0,106817,2013-01-15,1,1,1,1,15.0,0.0,96.0,0.0,195.0,5
B-6401,2018,Volvo,Body,0,106817,2013-01-15,1,1,1,1,19.0,0.0,110.0,0.0,251.0,6
B-6401,2019,Volvo,Body,0,106817,2013-01-15,1,1,1,1,18.0,3.0,103.0,167.0,194.0,7
B-6401,2020,Volvo,Body,0,106817,2013-01-15,1,1,1,1,27.0,15.0,29.0,0.0,121.0,8
B-6402,2016,Volvo,Body,0,107306,2013-01-17,1,1,0,0,29.0,0.0,56.0,0.0,214.0,4
B-6402,2017,Volvo,Body,0,107306,2013-01-17,1,1,0,0,34.0,0.0,54.0,0.0,164.0,5
B-6402,2018,Volvo,Body,0,107306,2013-01-17,1,1,0,0,14.0,0.0,36.0,0.0,136.0,6
B-6402,2019,Volvo,Body,0,107306,2013-01-17,1,1,0,0,21.0,0.0,13.0,91.0,82.0,7
B-6402,2020,Volvo,Body,0,107306,2013-01-17,1,1,0,0,23.0,0.0,0.0,0.0,67.0,8
B-6403,2016,Mercedes-Benz,Electrical,0,19247,2015-03-06,1,1,1,1,5.0,10.0,29.0,0.0,62.0,2
B-6403,2017,Mercedes-Benz,Electrical,0,19247,2015-03-06,1,1,1,1,28.0,15.0,20.0,0.0,83.0,3
B-6403,2018,Mercedes-Benz,Electrical,0,19247,2015-03-06,1,1,1,1,22.0,37.0,26.0,0.0,97.0,4
B-6403,2019,Mercedes-Benz,Electrical,0,19247,2015-03-06,1,1,1,1,26.0,10.0,19.0,80.0,95.0,5
B-6403,2020,Mercedes-Benz,Electrical,0,19247,2015-03-06,1,1,1,1,33.0,23.0,1.0,0.0,62.0,6
B-6404,2016,Mercedes-Benz,Fuel,0,928837,2013-02-25,4,1,1,1,171.0,716.0,1367.0,0.0,2681.0,4
B-6404,2017,Mercedes-Benz,Fuel,0,928837,2013-02-25,4,1,1,1,139.0,388.0,1386.0,0.0,2559.0,5
B-6404,2018,Mercedes-Benz,Fuel,0,928837,2013-02-25,4,1,1,1,96.0,422.0,1519.0,0.0,2557.0,6
B-6404,2019,Mercedes-Benz,Fuel,0,928837,2013-02-25,4,1,1,1,63.0,606.0,1030.0,1792.0,2100.0,7
B-6404,2020,Mercedes-Benz,Fuel,0,928837,2013-02-25,4,1,1,1,120.0,575.0,520.0,0.0,1419.0,8
B-6405,2016,Saab,Fuel,0,32155,2014-08-11,1,1,0,1,36.0,0.0,362.0,0.0,738.0,3
B-6405,2017,Saab,Fuel,0,32155,2014-08-11,1,1,0,1,26.0,0.0,231.0,0.0,479.0,4
B-6405,2018,Saab,Fuel,0,32155,2014-08-11,1,1,0,1,20.0,0.0,212.0,0.0,489.0,5
B-6405,2019,Saab,Fuel,0,32155,2014-08-11,1,1,0,1,32.0,0.0,60.0,402.0,354.0,6
B-6405,2020,Saab,Fuel,0,32155,2014-08-11,1,1,0,1,41.0,0.0,97.0,0.0,271.0,7
B-6406,2016,Mercedes-Benz,Electrical,0,25617,2015-02-23,1,1,1,1,9.0,15.0,53.0,0.0,95.0,2
B-6406,2017,Mercedes-Benz,Electrical,0,25617,2015-02-23,1,1,1,1,7.0,31.0,5.0,0.0,57.0,3
B-6406,2018,Mercedes-Benz,Electrical,0,25617,2015-02-23,1,1,1,1,10.0,33.0,27.0,0.0,88.0,4
B-6406,2019,Mercedes-Benz,Electrical,0,25617,2015-02-23,1,1,1,1,11.0,44.0,29.0,130.0,121.0,5
B-6406,2020,Mercedes-Benz,Electrical,0,25617,2015-02-23,1,1,1,1,17.0,30.0,6.0,0.0,72.0,6
B-6408,2016,Porsche,Electrical,0,18652,2015-01-13,2,1,1,1,46.0,89.0,0.0,0.0,806.0,2
B-6408,2017,Porsche,Electrical,0,18652,2015-01-13,2,1,1,1,34.0,114.0,0.0,0.0,574.0,3
B-6408,2018,Porsche,Electrical,0,18652,2015-01-13,2,1,1,1,41.0,102.0,0.0,0.0,507.0,4
B-6408,2019,Porsche,Electrical,0,18652,2015-01-13,2,1,1,1,62.0,41.0,3.0,220.0,504.0,5
B-6408,2020,Porsche,Electrical,0,18652,2015-01-13,2,1,1,1,18.0,26.0,4.0,0.0,133.0,6
B-6409,2016,Porsche,Electrical,0,7085,2015-01-14,2,0,1,0,7.0,52.0,0.0,0.0,226.0,2
B-6409,2017,Porsche,Electrical,0,7085,2015-01-14,2,0,1,0,7.0,28.0,0.0,0.0,300.0,3
B-6409,2018,Porsche,Electrical,0,7085,2015-01-14,2,0,1,0,5.0,34.0,0.0,0.0,174.0,4
B-6409,2019,Porsche,Electrical,0,7085,2015-01-14,2,0,1,0,0.0,60.0,0.0,312.0,312.0,5
B-6409,2020,Porsche,Electrical,0,7085,2015-01-14,2,0,1,0,0.0,48.0,0.0,0.0,269.0,6
B-6411,2016,MG,Cooling,0,16272,2013-04-09,1,0,0,0,0.0,0.0,0.0,0.0,206.0,4
B-6411,2017,MG,Cooling,0,16272,2013-04-09,1,0,0,0,0.0,0.0,0.0,0.0,103.0,5
B-6411,2018,MG,Cooling,0,16272,2013-04-09,1,0,0,0,0.0,0.0,0.0,0.0,138.0,6
B-6411,2019,MG,Cooling,0,16272,2013-04-09,1,0,0,0,0.0,0.0,0.0,167.0,113.0,7
B-6411,2020,MG,Cooling,0,16272,2013-04-09,1,0,0,0,0.0,0.0,0.0,0.0,137.0,8
B-6419 AMBER,2016,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,1.0,7.0,0.0,0.0,63.0,4
B-6419 AMBER,2017,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,1.0,16.0,0.0,0.0,24.0,5
B-6419 AMBER,2018,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,5.0,28.0,0.0,0.0,51.0,6
B-6419 AMBER,2019,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,7.0,11.0,0.0,49.0,42.0,7
B-6419 AMBER,2020,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,5.0,7.0,1.0,0.0,46.0,8
B-6419 CLEAR,2016,Porsche,Electrical,0,19301,2013-04-09,1,1,1,1,21.0,62.0,46.0,0.0,273.0,4
B-6419 CLEAR,2017,Porsche,Electrical,0,19301,2013-04-09,1,1,1,1,13.0,81.0,23.0,0.0,230.0,5
B-6419 CLEAR,2018,Porsche,Electrical,0,19301,2013-04-09,1,1,1,1,15.0,99.0,48.0,0.0,227.0,6
B-6419 CLEAR,2019,Porsche,Electrical,0,19301,2013-04-09,1,1,1,1,14.0,36.0,7.0,147.0,116.0,7
B-6419 CLEAR,2020,Porsche,Electrical,0,19301,2013-04-09,1,1,1,1,26.0,41.0,10.0,0.0,132.0,8
B-6420 AMBER,2016,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,1.0,7.0,0.0,0.0,53.0,4
B-6420 AMBER,2017,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,2.0,16.0,0.0,0.0,25.0,5
B-6420 AMBER,2018,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,5.0,29.0,0.0,0.0,45.0,6
B-6420 AMBER,2019,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,1.0,12.0,0.0,44.0,39.0,7
B-6420 AMBER,2020,Porsche,Electrical,0,19301,2013-05-08,1,1,1,1,7.0,5.0,1.0,0.0,42.0,8
B-6420 CLEAR,2016,Porsche,Electrical,0,19301,2013-04-12,1,1,1,1,22.0,61.0,49.0,0.0,279.0,4
B-6420 CLEAR,2017,Porsche,Electrical,0,19301,2013-04-12,1,1,1,1,20.0,84.0,14.0,0.0,255.0,5
B-6420 CLEAR,2018,Porsche,Electrical,0,19301,2013-04-12,1,1,1,1,15.0,94.0,39.0,0.0,212.0,6
B-6420 CLEAR,2019,Porsche,Electrical,0,19301,2013-04-12,1,1,1,1,22.0,30.0,13.0,161.0,127.0,7
B-6420 CLEAR,2020,Porsche,Electrical,0,19301,2013-04-12,1,1,1,1,27.0,52.0,16.0,0.0,133.0,8
B-6422,2017,Porsche,Cooling,1,69246,2017-03-08,1,1,1,1,0.0,62.0,0.0,0.0,231.0,1
B-6422,2018,Porsche,Cooling,1,69246,2017-03-08,1,1,1,1,54.0,132.0,132.0,0.0,509.0,2
B-6422,2019,Porsche,Cooling,1,69246,2017-03-08,1,1,1,1,94.0,66.0,189.0,407.0,482.0,3
B-6422,2020,Porsche,Cooling,1,69246,2017-03-08,1,1,1,1,57.0,42.0,122.0,0.0,327.0,4
B-6424,2016,Porsche,Engine,0,26923,2013-09-16,1,1,0,0,36.0,29.0,0.0,0.0,151.0,4
B-6424,2017,Porsche,Engine,0,26923,2013-09-16,1,1,0,0,18.0,31.0,0.0,0.0,72.0,5
B-6424,2018,Porsche,Engine,0,26923,2013-09-16,1,1,0,0,35.0,17.0,0.0,0.0,87.0,6
B-6424,2019,Porsche,Engine,0,26923,2013-09-16,1,1,0,0,24.0,9.0,0.0,50.0,48.0,7
B-6424,2020,Porsche,Engine,0,26923,2013-09-16,1,1,0,0,23.0,0.0,0.0,0.0,37.0,8
B-6425,2016,Porsche,Engine,0,26923,2013-09-16,1,1,1,0,38.0,23.0,0.0,0.0,140.0,4
B-6425,2017,Porsche,Engine,0,26923,2013-09-16,1,1,1,0,13.0,28.0,0.0,0.0,80.0,5
B-6425,2018,Porsche,Engine,0,26923,2013-09-16,1,1,1,0,21.0,21.0,0.0,0.0,72.0,6
B-6425,2019,Porsche,Engine,0,26923,2013-09-16,1,1,1,0,22.0,14.0,0.0,54.0,65.0,7
B-6425,2020,Porsche,Engine,0,26923,2013-09-16,1,1,1,0,20.0,7.0,0.0,0.0,47.0,8
B-6432,2016,Jaguar,Cooling,0,70202,2014-03-10,1,0,0,1,0.0,0.0,0.0,0.0,22.0,3
B-6432,2017,Jaguar,Cooling,0,70202,2014-03-10,1,0,0,1,0.0,0.0,41.0,0.0,90.0,4
B-6432,2018,Jaguar,Cooling,0,70202,2014-03-10,1,0,0,1,0.0,0.0,178.0,0.0,234.0,5
B-6432,2019,Jaguar,Cooling,0,70202,2014-03-10,1,0,0,1,0.0,0.0,48.0,438.0,108.0,6
B-6432,2020,Jaguar,Cooling,0,70202,2014-03-10,1,0,0,1,0.0,0.0,26.0,0.0,92.0,7
B-6442 Bleed Valve,2017,Porsche,Cooling,0,217991,2017-03-08,1,1,1,1,72.0,45.0,0.0,0.0,216.0,1
B-6442 Bleed Valve,2018,Porsche,Cooling,0,217991,2017-03-08,1,1,1,1,6.0,53.0,0.0,0.0,119.0,2
B-6442 Bleed Valve,2019,Porsche,Cooling,0,217991,2017-03-08,1,1,1,1,9.0,23.0,2.0,187.0,146.0,3
B-6442 Bleed Valve,2020,Porsche,Cooling,0,217991,2017-03-08,1,1,1,1,31.0,36.0,1.0,0.0,145.0,4
B-6444,2016,BMW,Cooling,0,175762,2013-08-13,1,1,1,1,44.0,53.0,0.0,0.0,493.0,4
B-6444,2017,BMW,Cooling,0,175762,2013-08-13,1,1,1,1,125.0,93.0,0.0,0.0,628.0,5
B-6444,2018,BMW,Cooling,0,175762,2013-08-13,1,1,1,1,109.0,208.0,215.0,0.0,1215.0,6
B-6444,2019,BMW,Cooling,0,175762,2013-08-13,1,1,1,1,80.0,7.0,77.0,1103.0,1069.0,7
B-6444,2020,BMW,Cooling,0,175762,2013-08-13,1,1,1,1,105.0,35.0,61.0,0.0,912.0,8
B-6445,2016,BMW,Cooling,0,46434,2013-08-13,1,1,1,1,119.0,30.0,0.0,0.0,252.0,4
B-6445,2017,BMW,Cooling,0,46434,2013-08-13,1,1,1,1,114.0,36.0,0.0,0.0,278.0,5
B-6445,2018,BMW,Cooling,0,46434,2013-08-13,1,1,1,1,76.0,25.0,0.0,0.0,172.0,6
B-6445,2019,BMW,Cooling,0,46434,2013-08-13,1,1,1,1,65.0,16.0,58.0,210.0,246.0,7
B-6445,2020,BMW,Cooling,0,46434,2013-08-13,1,1,1,1,40.0,8.0,19.0,0.0,170.0,8
B-6446,2016,BMW,Steering,0,41848,2013-09-05,1,1,0,1,3.0,0.0,0.0,0.0,26.0,4
B-6446,2017,BMW,Steering,0,41848,2013-09-05,1,1,0,1,2.0,0.0,0.0,0.0,19.0,5
B-6446,2018,BMW,Steering,0,41848,2013-09-05,1,1,0,1,2.0,0.0,0.0,0.0,7.0,6
B-6446,2019,BMW,Steering,0,41848,2013-09-05,1,1,0,1,4.0,0.0,34.0,39.0,51.0,7
B-6446,2020,BMW,Steering,0,41848,2013-09-05,1,1,0,1,6.0,0.0,7.0,0.0,28.0,8
B-6447,2016,Mercedes-Benz,Cooling,0,904208,2013-09-11,1,1,1,1,116.0,39.0,285.0,0.0,587.0,4
B-6447,2017,Mercedes-Benz,Cooling,0,904208,2013-09-11,1,1,1,1,93.0,59.0,134.0,0.0,507.0,5
B-6447,2018,Mercedes-Benz,Cooling,0,904208,2013-09-11,1,1,1,1,150.0,67.0,181.0,0.0,569.0,6
B-6447,2019,Mercedes-Benz,Cooling,0,904208,2013-09-11,1,1,1,1,105.0,41.0,109.0,344.0,522.0,7
B-6447,2020,Mercedes-Benz,Cooling,0,904208,2013-09-11,1,1,1,1,77.0,34.0,16.0,0.0,278.0,8
B-6448,2016,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,1,76.0,0.0,0.0,0.0,448.0,4
B-6448,2017,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,1,64.0,0.0,0.0,0.0,389.0,5
B-6448,2018,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,1,153.0,0.0,0.0,0.0,538.0,6
B-6448,2019,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,1,247.0,0.0,1.0,696.0,674.0,7
B-6448,2020,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,1,189.0,0.0,1.0,0.0,603.0,8
B-6449,2016,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,0,65.0,0.0,0.0,0.0,418.0,4
B-6449,2017,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,0,70.0,0.0,0.0,0.0,398.0,5
B-6449,2018,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,0,172.0,0.0,0.0,0.0,538.0,6
B-6449,2019,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,0,120.0,0.0,0.0,599.0,291.0,7
B-6449,2020,Jaguar,Suspension,0,36316,2013-12-19,1,1,0,0,224.0,0.0,0.0,0.0,589.0,8
B-645,2016,Jaguar,Suspension,0,0,1999-01-28,2,0,0,0,0.0,0.0,0.0,0.0,184.0,18
B-645,2017,Jaguar,Suspension,0,0,1999-01-28,2,0,0,0,0.0,0.0,0.0,0.0,210.0,19
B-645,2018,Jaguar,Suspension,0,0,1999-01-28,2,0,0,0,0.0,0.0,0.0,0.0,170.0,20
B-645,2019,Jaguar,Suspension,0,0,1999-01-28,2,0,0,0,0.0,0.0,0.0,130.0,170.0,21
B-645,2020,Jaguar,Suspension,0,0,1999-01-28,2,0,0,0,0.0,0.0,0.0,0.0,53.0,22
B-6450,2016,Volkswagen,Electrical,0,1604837,2014-04-10,1,1,1,1,76.0,435.0,523.0,0.0,3025.0,3
B-6450,2017,Volkswagen,Electrical,0,1604837,2014-04-10,1,1,1,1,185.0,250.0,960.0,0.0,3401.0,4
B-6450,2018,Volkswagen,Electrical,0,1604837,2014-04-10,1,1,1,1,324.0,139.0,991.0,0.0,3520.0,5
B-6450,2019,Volkswagen,Electrical,0,1604837,2014-04-10,1,1,1,1,130.0,168.0,734.0,1596.0,1968.0,6
B-6450,2020,Volkswagen,Electrical,0,1604837,2014-04-10,1,1,1,1,166.0,155.0,352.0,0.0,1251.0,7
B-6451,2016,Porsche,Engine,0,40391,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,827.0,3
B-6451,2017,Porsche,Engine,0,40391,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,698.0,4
B-6451,2018,Porsche,Engine,0,40391,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,1167.0,5
B-6451,2019,Porsche,Engine,0,40391,2014-02-28,24,0,0,1,0.0,0.0,1823.0,3923.0,2699.0,6
B-6451,2020,Porsche,Engine,0,40391,2014-02-28,24,0,0,1,0.0,0.0,488.0,0.0,1896.0,7
B-6451A,2016,Porsche,Engine,0,29403,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,1299.0,3
B-6451A,2017,Porsche,Engine,0,29403,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,323.0,4
B-6451A,2018,Porsche,Engine,0,29403,2014-02-28,24,0,0,1,0.0,0.0,0.0,0.0,1664.0,5
B-6451A,2019,Porsche,Engine,0,29403,2014-02-28,24,0,0,1,0.0,0.0,24.0,1366.0,1296.0,6
B-6451A,2020,Porsche,Engine,0,29403,2014-02-28,24,0,0,1,0.0,0.0,24.0,0.0,574.0,7
B-6451B,2016,Porsche,Engine,0,20589,2014-02-28,24,0,1,1,0.0,796.0,0.0,0.0,914.0,3
B-6451B,2017,Porsche,Engine,0,20589,2014-02-28,24,0,1,1,0.0,1088.0,0.0,0.0,1710.0,4
B-6451B,2018,Porsche,Engine,0,20589,2014-02-28,24,0,1,1,0.0,1414.0,0.0,0.0,1641.0,5
B-6451B,2019,Porsche,Engine,0,20589,2014-02-28,24,0,1,1,0.0,739.0,156.0,2265.0,1282.0,6
B-6451B,2020,Porsche,Engine,0,20589,2014-02-28,24,0,1,1,0.0,646.0,560.0,0.0,1366.0,7
B-6452,2016,Mercedes-Benz,Steering,0,93009,2014-02-10,1,1,1,1,39.0,0.0,347.0,0.0,647.0,3
B-6452,2017,Mercedes-Benz,Steering,0,93009,2014-02-10,1,1,1,1,177.0,0.0,1222.0,0.0,1960.0,4
B-6452,2018,Mercedes-Benz,Steering,0,93009,2014-02-10,1,1,1,1,356.0,178.0,757.0,0.0,1996.0,5
B-6452,2019,Mercedes-Benz,Steering,0,93009,2014-02-10,1,1,1,1,333.0,219.0,821.0,2202.0,2362.0,6
B-6452,2020,Mercedes-Benz,Steering,0,93009,2014-02-10,1,1,1,1,394.0,193.0,562.0,0.0,1730.0,7
B-6453,2016,Porsche,Brakes,0,120923,2013-07-30,4,1,1,1,83.0,239.0,0.0,0.0,1401.0,4
B-6453,2017,Porsche,Brakes,0,120923,2013-07-30,4,1,1,1,51.0,328.0,0.0,0.0,1591.0,5
B-6453,2018,Porsche,Brakes,0,120923,2013-07-30,4,1,1,1,34.0,348.0,0.0,0.0,1407.0,6
B-6453,2019,Porsche,Brakes,0,120923,2013-07-30,4,1,1,1,53.0,287.0,4.0,1819.0,2032.0,7
B-6453,2020,Porsche,Brakes,0,120923,2013-07-30,4,1,1,1,116.0,204.0,12.0,0.0,1098.0,8
B-6454,2016,Jaguar,Cooling,0,12573,2014-02-13,1,1,1,1,0.0,11.0,0.0,0.0,31.0,3
B-6454,2017,Jaguar,Cooling,0,12573,2014-02-13,1,1,1,1,35.0,18.0,0.0,0.0,73.0,4
B-6454,2018,Jaguar,Cooling,0,12573,2014-02-13,1,1,1,1,13.0,3.0,0.0,0.0,60.0,5
B-6454,2019,Jaguar,Cooling,0,12573,2014-02-13,1,1,1,1,7.0,5.0,2.0,33.0,37.0,6
B-6454,2020,Jaguar,Cooling,0,12573,2014-02-13,1,1,1,1,13.0,3.0,4.0,0.0,26.0,7
B-6455,2016,Jaguar,Steering,0,25451,2013-06-28,1,1,1,1,14.0,20.0,167.0,0.0,231.0,4
B-6455,2017,Jaguar,Steering,0,25451,2013-06-28,1,1,1,1,19.0,13.0,171.0,0.0,270.0,5
B-6455,2018,Jaguar,Steering,0,25451,2013-06-28,1,1,1,1,18.0,7.0,145.0,0.0,236.0,6
B-6455,2019,Jaguar,Steering,0,25451,2013-06-28,1,1,1,1,28.0,13.0,150.0,172.0,218.0,7
B-6455,2020,Jaguar,Steering,0,25451,2013-06-28,1,1,1,1,25.0,11.0,69.0,0.0,149.0,8
B-6456,2016,Jaguar,Steering,0,24319,2013-04-29,1,1,1,1,0.0,6.0,45.0,0.0,67.0,4
