VendorPartNo,Make,vehicleMaxQty,Category,IsDevelopment,Worldpac,PartsAuthority,SSF,WorldPac(2016),PartsAuthority(2016),SSF(2016),Total Units Sold(2016),WorldPac(2017),PartsAuthority(2017),SSF(2017),Total Units Sold(2017),WorldPac(2018),PartsAuthority(2018),SSF(2018),Total Units Sold(2018),WorldPac(2019),PartsAuthority(2019),SSF(2019),Total Units Sold(2019),WorldPac(2020),PartsAuthority(2020),SSF(2020),Total Units Sold(2020),UnitsSold360,VIO_US,VIO_CANADA,FirstSoldDate
B-5772,Volvo,1,Fuel,,No,Yes,Yes,347,19,47,512,221,16,24,347,182,26,37,317,0,37,22,99,0,29,7,65,86,84186,10655,04/01/09
B-5771,Volvo,1,Fuel,,Yes,Yes,Yes,361,33,74,651,299,34,28,527,262,23,47,489,222,44,27,375,64,38,23,157,185,84186,10655,04/01/09
11-1355-6010M-L,Volvo,1,Electrical,,No,Yes,No,25,1,0,42,0,0,0,2,0,6,0,20,0,19,0,29,0,18,0,31,34,98763,11318,03/23/09
B-5691,Mercedes-Benz,1,Fuel,,Yes,Yes,No,298,29,108,519,354,40,125,597,288,32,145,524,233,38,175,533,178,55,0,335,399,86207,5568,03/20/09
B-5703,Mercedes-Benz,1,Body,,Yes,Yes,Yes,312,130,332,995,255,169,290,972,159,251,237,899,114,173,308,868,70,356,260,964,1079,39285,1956,03/18/09
SEM500080,Land Rover,1,Brakes,,No,Yes,No,0,13,0,331,0,12,0,286,0,21,0,340,0,28,0,354,0,51,0,128,175,41243,3555,03/18/09
B-6105,BMW,1,Cooling,,Yes,Yes,Yes,550,664,0,5812,382,682,0,7707,411,388,57,7982,288,323,71,5973,137,188,48,3349,4222,837772,61963,03/18/09
9122997,Volvo,1,Cooling,,No,Yes,No,142,43,0,279,0,39,0,87,0,142,0,220,0,40,0,162,0,27,0,66,89,34905,2184,03/18/09
21-6311-9363-L,Saab,1,Steering,,No,Yes,Yes,148,45,40,313,52,2,13,182,33,11,12,127,12,8,13,72,0,0,9,37,49,48202,2726,03/17/09
21-6311-9363-R,Saab,1,Steering,,Yes,Yes,Yes,308,45,34,475,49,7,17,190,52,4,4,135,43,3,14,104,3,3,10,41,56,48202,2726,03/17/09
21-6312-9365,Saab,2,Suspension,,Yes,Yes,No,48,3,0,98,13,2,0,64,0,1,0,34,0,3,0,37,23,8,0,84,91,118239,7854,03/16/09
21-6272-2061,Saab,2,Suspension,,Yes,Yes,No,615,58,0,1173,297,10,0,747,316,29,0,499,296,50,0,467,19,62,0,126,196,52815,2806,03/16/09
21-6311-9361,Saab,2,Suspension,,No,Yes,No,0,62,0,761,0,36,0,877,0,39,0,170,0,30,0,297,0,28,0,111,150,118239,7854,03/16/09
11-1315-9550U-L,Saab,1,Electrical,,Yes,Yes,Yes,30,0,16,114,29,0,19,123,6,0,10,69,29,0,20,94,0,3,13,51,73,18169,769,03/16/09
71-0315,Land Rover,1,Cooling,,No,No,No,0,0,0,88,0,0,0,182,0,0,0,213,0,0,0,149,0,0,0,118,139,52112,2330,03/09/09
B-5750,Volvo,2,Suspension,,No,Yes,Yes,121,45,218,719,0,10,193,497,0,12,27,161,0,14,4,138,0,16,6,75,102,97341,13252,03/06/09
B-5755,Volvo,1,Engine,,No,Yes,Yes,229,39,22,399,125,39,6,231,14,23,18,76,0,36,6,62,0,8,5,32,43,21024,1484,03/06/09
21-9351-0079,Volvo,1,Engine,,No,No,No,14,13,0,40,14,5,0,30,0,3,0,38,0,1,0,36,0,0,0,11,11,15735,851,03/06/09
2ETLAN-LR2-4D 114P,Land Rover,1,Accessories,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15703,2280,03/05/09
AS-B579-L,Saab,1,Steering,,No,Yes,No,154,12,0,201,32,0,0,43,1,3,0,20,7,1,0,15,0,2,0,11,10,37131,2476,03/04/09
71-0287,Jaguar,1,Cooling,,No,No,No,15,0,0,34,22,0,0,36,15,0,0,40,1,0,0,24,0,0,0,17,20,655,120,03/04/09
AS-B579-R,Saab,1,Steering,,Yes,Yes,No,124,14,0,185,15,5,0,33,0,3,0,19,5,2,0,16,2,2,0,15,14,37131,2476,03/04/09
LY-D064,BMW,1,Fuel,,Yes,Yes,No,0,0,0,0,2387,60,0,2666,1512,62,0,2106,0,265,0,574,38,281,0,536,2162,728247,55390,03/04/09
ROJ-566,BMW,1,Fuel,,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,193,109,506,0,399,141,768,3793,819305,61883,03/04/09
71-8077,Jaguar,1,Body,,No,No,No,0,0,0,79,0,0,0,131,0,0,0,111,0,0,0,92,0,0,0,89,93,0,0,03/03/09
B-,Jaguar,1,Electrical,,No,Yes,No,0,12,0,51,0,15,0,64,0,22,0,84,0,12,0,75,0,19,0,38,53,19761,1219,02/27/09
71-0306,BMW,1,Cooling,,No,Yes,No,0,12,0,52,0,12,0,26,0,0,0,32,0,0,0,5,0,2,0,20,22,12980,1527,02/26/09
H13-2667,BMW,1,Suspension,,No,Yes,No,0,10,0,23,0,17,0,35,0,13,0,25,0,6,0,16,0,13,0,23,27,151904,8869,02/26/09
H13-2644,BMW,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,18,19,151904,8869,02/26/09
11-1351-8050U-R,Volvo,1,Electrical,,Yes,Yes,No,179,120,0,464,188,76,0,416,199,57,0,439,101,58,0,292,113,65,0,266,315,69386,4114,02/23/09
ERR3439,Land Rover,1,Cooling,,No,Yes,Yes,0,57,2,144,0,36,10,98,0,21,10,75,45,65,14,150,0,32,20,92,112,25636,1166,02/20/09
B-5664,Volvo,2,Cooling,,Yes,Yes,Yes,540,49,79,916,379,18,68,780,405,46,50,692,221,61,29,478,168,46,36,386,450,682577,70319,02/18/09
B-5706,Jaguar,2,Suspension,,Yes,No,No,0,0,0,121,0,0,0,126,0,0,0,133,2,0,0,140,3,0,0,110,124,31281,2149,02/17/09
21-5311-9570,Saab,1,Climate Control,,Yes,Yes,No,272,30,0,970,50,62,0,854,0,88,0,567,1,5,0,60,5,80,0,298,304,55302,3270,02/13/09
B-5573,Jaguar,1,Suspension,,Yes,No,No,22,0,0,55,9,0,0,37,11,0,0,57,14,0,0,50,6,0,0,27,38,3996,551,02/12/09
B-5762,BMW,1,Engine,,No,Yes,No,0,56,0,115,0,74,0,127,0,47,0,83,0,39,0,63,0,18,0,29,51,41490,6298,02/12/09
B-5666,BMW,1,Engine,,No,Yes,No,0,70,0,128,0,75,0,131,0,51,0,82,0,26,0,37,0,26,0,38,40,41490,6298,02/12/09
B-5749,Jaguar,2,Engine,,Yes,Yes,Yes,960,294,34,1758,640,251,38,1438,645,356,57,1628,518,140,24,1253,348,179,44,969,1300,64696,4028,02/12/09
ASA-001-143,BMW,2,Suspension,,No,Yes,No,373,18,0,571,100,2,0,158,285,7,0,386,0,4,0,75,0,4,0,52,85,46662,1863,02/11/09
B-5679,Triumph,1,Cooling,,No,No,No,0,0,0,8,0,0,0,5,0,0,0,7,1,0,0,5,0,0,0,28,696,2270,215,02/06/09
B-5677G,Triumph,1,Cooling,,No,No,No,0,0,0,33,0,0,0,41,0,0,0,26,0,0,0,29,0,0,0,24,204,0,0,02/06/09
B-5682G,Triumph,1,Cooling,,No,No,No,0,0,0,27,0,0,0,34,0,0,0,6,0,0,0,26,0,0,0,17,195,0,0,02/06/09
B-5689G,Triumph,1,Cooling,,No,No,No,0,0,0,17,0,0,0,131,0,0,0,78,0,0,0,132,0,0,0,80,336,0,0,02/06/09
B-5678G,Triumph,1,Cooling,,No,No,No,0,0,0,46,0,0,0,53,0,0,0,75,0,0,0,111,0,0,0,41,283,0,0,02/06/09
B-5684G,Triumph,1,Cooling,,No,No,No,0,0,0,25,0,0,0,72,0,0,0,21,0,0,0,60,0,0,0,16,161,2270,215,02/06/09
B-5680G,Triumph,1,Cooling,,Yes,No,No,0,0,0,16,0,0,0,49,0,0,0,8,2,0,0,48,0,0,0,26,513,2270,215,02/06/09
B-5685G,Triumph,1,Cooling,,No,No,No,0,0,0,40,0,0,0,43,0,0,0,74,0,0,0,122,0,0,0,162,667,2270,215,02/06/09
B-5681G,Triumph,1,Cooling,,No,No,No,0,0,0,27,0,0,0,41,0,0,0,24,1,0,0,81,0,0,0,14,499,2270,215,02/06/09
B-5686G,MG,1,Cooling,,No,No,No,0,0,0,35,0,0,0,57,0,0,0,34,0,0,0,61,0,0,0,129,604,4052,294,02/06/09
EG80093,Volvo,1,Engine,,No,Yes,No,0,0,0,0,121,5,0,200,121,32,0,419,0,32,0,190,0,28,0,179,208,566336,61812,02/06/09
B-5687G,Triumph,1,Cooling,,No,No,No,0,0,0,41,0,0,0,62,0,0,0,68,0,0,0,84,0,0,0,24,511,2270,215,02/06/09
B-,Triumph,1,Cooling,,No,No,No,0,0,0,134,0,0,0,119,0,0,0,97,0,0,0,132,0,0,0,114,155,2270,215,02/06/09
B-,Triumph,1,Cooling,,No,No,No,0,0,0,96,0,0,0,139,0,0,0,106,1,0,0,119,0,0,0,97,109,2270,215,02/06/09
11-1315-9350U-L,Saab,1,Electrical,,Yes,Yes,Yes,39,75,25,235,69,67,30,270,80,51,32,188,47,91,27,222,9,155,33,221,244,39730,2151,02/06/09
B-,Triumph,1,Cooling,,Yes,Yes,No,0,0,0,155,0,0,0,144,0,0,0,126,1,0,0,160,2,12,0,153,196,2270,215,02/06/09
11-1315-9350U-R,Saab,1,Electrical,,Yes,Yes,Yes,83,105,20,314,38,55,42,255,33,75,45,240,41,123,43,256,17,126,41,206,259,39730,2151,02/06/09
B-5688G,Triumph,1,Cooling,,Yes,No,No,0,0,0,27,0,0,0,44,0,0,0,10,1,0,0,87,0,0,0,23,509,2270,215,02/06/09
B-5763,BMW,1,Fuel,,No,Yes,No,12,0,0,40,8,0,0,15,14,0,0,24,0,0,0,6,0,3,0,10,10,7206,883,02/05/09
B-5595,Jaguar,2,Suspension,,Yes,Yes,No,504,117,0,742,413,59,0,539,589,42,0,689,363,54,0,461,122,25,0,187,296,31018,2013,02/04/09
FEDL-005,BMW,1,Steering,,Yes,Yes,Yes,50,5,11,77,32,5,18,72,26,5,7,41,19,8,4,41,16,6,4,29,32,20735,2748,01/29/09
K091934,Mercedes-Benz,1,Body,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,98,119,39,481,487,198205,10241,01/29/09
5EM RAN RAN-FR/RE,Land Rover,1,Accessories,,No,No,No,0,0,0,37,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,96482,6373,01/29/09
AS-B521-L,Saab,1,Steering,,No,No,No,0,0,0,30,0,0,0,10,0,0,0,14,0,0,0,14,0,0,0,21,22,66559,3515,01/28/09
FEDL-004,BMW,1,Steering,,Yes,Yes,No,666,16,0,792,434,20,0,532,508,26,0,591,250,57,0,357,154,35,0,228,302,98164,7762,01/28/09
H13-5005,BMW,1,Suspension,,No,Yes,No,0,2,0,29,0,11,0,43,0,5,0,30,0,12,0,34,0,1,0,4,8,30684,3427,01/27/09
21-9351-0075,Volvo,1,Engine,,Yes,Yes,Yes,110,30,13,221,85,17,29,236,43,13,5,223,24,19,19,152,6,19,8,78,118,87433,11322,01/27/09
B-5665,Land Rover,1,Fuel,,Yes,Yes,No,0,33,0,94,0,45,0,94,0,26,0,79,0,29,0,75,1,40,0,72,80,21168,962,01/22/09
B-5666,Land Rover,1,Fuel,,No,Yes,No,0,20,0,30,0,31,0,33,0,39,0,61,0,25,0,39,0,29,0,37,44,21168,962,01/22/09
71-0277,Jaguar,1,Cooling,,No,Yes,No,65,9,2,113,21,47,0,89,0,11,4,62,0,15,4,35,0,11,0,18,18,28146,1647,01/19/09
211 540 0717,Mercedes-Benz,2,Brakes,,No,Yes,No,0,13,0,354,0,19,0,647,0,18,0,509,0,44,0,314,0,46,0,121,158,258889,10572,01/19/09
21-6352-8060,Volvo,2,Suspension,,No,Yes,No,0,97,0,724,0,38,0,1085,0,68,0,791,0,116,0,710,0,145,0,539,675,572174,56603,01/16/09
H23-4862,Volvo,1,Suspension,,No,Yes,No,0,42,0,208,0,54,0,120,0,53,0,86,0,70,0,151,0,22,0,83,109,188857,21747,01/15/09
B-,Land Rover,1,Cooling,,No,Yes,Yes,0,356,0,947,0,212,94,1155,0,448,90,1113,0,281,63,872,0,188,70,593,800,53868,2409,01/14/09
K091936,Jaguar,4,Engine,Yes,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,55,0,858,1116,69048,4270,01/14/09
YH-ME114,Mercedes-Benz,1,Cooling,,No,Yes,No,0,11,0,85,0,32,0,130,0,58,0,183,2,68,0,171,0,51,0,138,159,489705,31631,01/13/09
DY8426,Volvo,1,Climate Control,,No,Yes,No,192,213,0,545,0,141,0,242,0,177,0,254,0,228,0,384,0,97,0,179,259,572174,56603,01/13/09
21-4351-2410,Volvo,1,Cooling,,Yes,Yes,No,75,49,0,207,40,47,0,147,41,35,0,146,35,36,0,152,21,23,0,112,132,83714,6274,01/12/09
B-,Land Rover,1,Cooling,,No,Yes,Yes,0,234,0,1100,0,365,68,981,0,423,86,1034,2,356,57,812,0,200,59,503,665,53868,2409,01/09/09
ASA-001-102,BMW,1,Steering,,No,No,No,0,0,0,27,0,0,0,21,0,0,0,18,0,0,0,22,0,0,0,10,12,50731,3396,01/08/09
B-5746,Jaguar,1,Cooling,,Yes,Yes,Yes,320,0,12,766,122,0,16,495,151,0,14,557,93,19,22,359,49,21,22,336,425,16263,992,01/08/09
DY8493,Saab,1,Climate Control,,Yes,Yes,No,0,0,0,0,0,0,0,0,2,0,0,4,54,39,0,134,18,13,0,52,71,55302,3270,01/02/09
H13-2990,BMW,1,Suspension,,No,Yes,No,0,13,0,49,0,6,0,33,0,15,0,44,0,11,0,25,0,9,0,21,24,32947,3455,12/30/08
32 21 1 096 057,BMW,1,Steering,,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,92,0,15,0,69,100,45255,1744,12/29/08
ASA-001-101,BMW,1,Steering,,No,No,No,0,0,0,25,0,0,0,18,0,0,0,16,0,0,0,19,0,0,0,13,15,51074,3421,12/24/08
21-9311-1061,Saab,1,Engine,,No,No,Yes,0,0,42,90,0,0,10,52,0,0,10,35,0,0,13,16,0,0,7,14,20,4469,196,12/16/08
21-9311-9361,Saab,1,Engine,,Yes,Yes,No,0,18,0,55,0,26,0,120,0,70,0,122,1,79,0,141,0,53,0,72,106,87744,5263,12/16/08
RLL3267L,BMW,1,Suspension,,No,Yes,No,0,0,0,0,0,0,0,0,0,1,0,2,1,66,0,141,0,74,0,104,182,118957,5414,12/16/08
21-9351-0062,Volvo,1,Engine,,Yes,Yes,No,276,15,0,441,141,14,0,280,63,6,0,209,77,22,0,214,110,29,0,276,329,85870,6710,12/12/08
319-VVB51004-A018,Volvo,1,Engine,,No,Yes,Yes,0,16,168,614,0,17,70,488,0,29,2,222,0,21,0,168,0,12,4,63,96,810746,87350,12/12/08
34 35 6 778 175,Mini,1,Brakes,,No,Yes,No,0,84,0,1249,0,40,0,765,0,52,0,596,0,66,0,357,0,33,0,137,184,146894,13475,12/12/08
DY8427,Volvo,1,Climate Control,,No,Yes,No,0,0,0,0,0,0,0,0,0,37,0,50,0,59,0,70,0,25,0,37,64,105948,12272,12/12/08
JJEP-A100,BMW,1,Fuel,,Yes,Yes,Yes,0,15,0,80,0,41,0,186,0,61,0,180,2,74,60,187,4,79,32,158,186,43893,3925,12/08/08
JJEP-A149,Mercedes-Benz,1,Fuel,,Yes,Yes,Yes,1905,22,152,2326,730,245,81,1275,839,260,95,1461,653,266,47,1125,328,126,50,596,806,111345,8602,12/08/08
11-7351-2440M,Volvo,1,Electrical,,No,No,No,0,0,0,108,0,0,0,127,0,0,0,142,0,0,0,158,0,0,0,72,77,5752,424,12/05/08
21-4351-8510,Volvo,1,Cooling,,Yes,Yes,No,33,27,0,85,43,22,0,83,38,14,0,71,33,31,0,74,8,15,0,25,34,85343,11097,12/05/08
21-4351-9610,Volvo,1,Cooling,,Yes,Yes,Yes,65,28,0,101,40,25,5,91,34,15,7,61,18,4,0,28,16,5,2,29,31,182459,21001,12/05/08
21-7311-9360,Saab,1,Climate Control,,No,Yes,No,0,10,0,47,0,27,0,55,0,16,0,37,0,17,0,31,0,11,0,20,21,39730,2151,12/05/08
21-6351-7061,Volvo,2,Suspension,,No,Yes,No,0,65,0,402,0,66,0,327,0,98,0,239,0,161,0,295,0,47,0,129,189,365670,38722,12/03/08
21-9311-2061,Saab,1,Engine,,No,Yes,No,87,17,0,140,25,20,0,86,30,19,0,59,0,16,0,32,0,13,0,23,198,27278,1293,12/03/08
12-8579,,0,,,No,No,No,0,0,0,190,0,0,0,60,0,0,0,110,0,0,0,130,0,0,0,110,250,0,0,11/25/08
B-5319,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/08
B-5318,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/08
111-VV80510ML,Volvo,1,Electrical,,Yes,Yes,No,34,12,0,49,35,2,0,49,14,3,0,28,0,6,0,13,6,5,0,12,15,41322,2787,11/24/08
71-0319,Porsche,1,Cooling,,Yes,Yes,Yes,0,0,30,48,0,0,48,67,0,0,42,61,0,3,29,55,1,2,35,58,73,9130,1046,11/19/08
21-8351-4068-A,Volvo,2,Suspension,,No,Yes,No,59,4,0,110,0,2,0,30,22,4,0,72,50,8,0,105,0,15,0,22,23,46817,5872,11/13/08
B-5715,Mercedes-Benz,1,Drivetrain & Hub,,No,Yes,Yes,643,69,83,1263,0,118,63,634,0,133,56,482,1,162,34,457,0,58,8,196,239,163845,13410,11/04/08
918001,Porsche,2,Engine,,Yes,Yes,Yes,0,0,203,531,0,0,230,441,0,16,179,499,0,26,84,475,2,53,100,370,510,27189,2603,11/03/08
B-5683,Triumph,1,Cooling,,Yes,No,No,0,0,0,44,0,0,0,61,0,0,0,36,2,0,0,308,0,0,0,310,1179,2270,215,10/31/08
B-5688,Triumph,1,Cooling,,No,No,No,0,0,0,98,0,0,0,53,0,0,0,148,1,0,0,559,0,0,0,505,943,2270,215,10/31/08
1IT 113 K4WB (RHD),,0,,,No,No,No,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10/30/08
B-5690,Mercedes-Benz,1,Fuel,,Yes,Yes,Yes,0,63,0,135,0,60,0,112,0,44,23,124,0,41,70,160,2,29,66,118,160,47645,2675,10/29/08
B-5696,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,46,0,0,0,50,0,0,0,53,1,0,0,58,5,0,0,28,33,47645,2675,10/29/08
201 540 0317,Mercedes-Benz,4,Brakes,,No,No,No,0,0,0,194,0,0,0,116,0,0,0,112,0,0,0,120,0,0,0,128,154,49381,4107,10/28/08
163 540 1317,Mercedes-Benz,2,Brakes,,No,Yes,No,0,0,0,509,0,0,0,488,0,0,0,40,0,0,0,38,0,2,0,50,61,161102,13182,10/28/08
B-5694,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,33,0,0,0,33,0,0,0,55,1,0,0,31,2,0,0,15,18,19282,1300,10/24/08
B-5695,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,32,0,0,0,16,0,0,0,43,0,0,0,24,3,0,0,20,25,19282,1300,10/24/08
B-5699,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,25,0,0,0,13,0,0,0,33,0,0,0,27,1,0,0,12,17,20467,1375,10/24/08
B-5693,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,33,0,0,0,22,0,0,0,20,0,0,0,27,3,0,0,16,21,19282,1300,10/24/08
B-5692,Mercedes-Benz,1,Fuel,,No,No,Yes,0,0,0,37,0,0,0,54,0,0,35,106,0,0,56,115,0,0,40,96,104,66749,3935,10/24/08
1UL001-63402-A,Volvo,1,Electrical,,Yes,Yes,No,21,0,0,27,16,0,0,23,13,14,0,33,14,0,0,18,11,6,0,23,26,27823,2480,10/24/08
B-5698,Mercedes-Benz,1,Fuel,,Yes,Yes,Yes,58,0,142,279,166,0,71,301,220,0,60,350,38,1,68,160,62,0,53,135,175,47645,2675,10/24/08
1UL001-63401-A,Volvo,1,Electrical,,Yes,No,No,26,0,0,41,15,0,0,18,18,0,0,21,18,0,0,31,14,0,0,20,26,27823,2480,10/24/08
B-5724,Volvo,1,Cooling,,Yes,Yes,No,32,25,0,62,31,19,0,56,21,11,7,48,6,12,2,32,1,4,0,13,19,11703,1673,10/23/08
B-5729,Volvo,1,Cooling,,Yes,Yes,Yes,58,51,15,155,65,30,14,145,44,35,0,100,14,19,0,47,17,22,1,54,58,26878,1421,10/16/08
71-0143,Porsche,1,Cooling,,Yes,No,No,0,0,0,3,0,0,0,5,0,0,0,2,1,0,0,5,1,0,0,1,4,6950,788,10/09/08
71-0154,Porsche,1,Cooling,,Yes,No,No,0,0,0,3,0,0,0,8,0,0,0,6,3,0,0,14,12,0,0,19,22,21742,2612,10/09/08
163 540 1717,Mercedes-Benz,4,Brakes,,No,Yes,No,0,71,0,270,0,31,0,177,0,34,0,166,0,12,0,56,0,7,0,33,44,17353,1791,10/08/08
220 540 0717,Mercedes-Benz,3,Brakes,,Yes,Yes,No,0,128,0,6645,0,391,0,6246,0,651,0,15171,1,871,0,11727,0,1013,0,2868,3353,2230578,192997,10/08/08
163 540 1417,Mercedes-Benz,1,Brakes,,No,Yes,No,0,6,0,166,0,4,0,148,0,3,0,98,0,4,0,123,0,1,0,43,49,161102,13182,10/08/08
202 540 0717,Mercedes-Benz,4,Brakes,,No,Yes,No,0,12,0,701,0,3,0,415,0,8,0,336,0,23,0,187,0,1,0,35,54,33901,2501,10/08/08
RLL3267R,BMW,1,Suspension,,No,Yes,No,0,0,0,0,0,0,0,0,0,1,0,5,1,69,0,120,0,74,0,101,165,118957,5414,10/02/08
YB-A124,Jaguar,1,Electrical,,Yes,Yes,No,0,63,0,83,0,7,0,28,0,4,0,30,0,17,0,31,16,15,0,53,56,6977,697,10/01/08
AS-A774,Volvo,2,Steering,,No,Yes,No,0,72,0,390,0,28,0,376,0,22,0,309,0,85,0,254,0,45,0,111,159,144718,14468,09/29/08
H23-2822,Volvo,1,Suspension,,No,No,No,0,28,0,125,0,49,0,116,0,64,0,101,0,25,0,55,0,0,0,1,5,69386,4114,09/29/08
H23-2821,Volvo,1,Suspension,,No,Yes,No,0,28,0,111,0,46,0,109,0,53,0,97,0,39,0,64,0,0,0,25,25,69386,4114,09/29/08
B-5704,Volvo,2,Body,,No,Yes,No,0,7,0,21,0,13,0,28,0,4,0,15,1,4,0,17,0,12,0,14,18,21461,997,09/26/08
B-5700,Volvo,1,Body,,No,Yes,No,222,67,0,330,0,45,0,76,0,45,0,68,0,61,0,107,0,29,0,43,61,296284,34608,09/26/08
11-7351-2441E,Volvo,1,Electrical,,No,No,No,0,0,0,252,0,0,0,426,0,0,0,531,0,0,0,422,0,0,0,284,339,72208,5888,09/23/08
B-5608,Saab,1,Fuel,,Yes,Yes,No,14,10,7,60,8,6,4,142,9,3,0,91,0,9,0,44,5,10,0,26,46,23199,1186,09/22/08
34 35 2 229 780,BMW,1,Brakes,,No,Yes,No,0,17,0,434,0,7,0,344,0,10,0,181,0,18,0,161,0,12,0,112,128,30684,3427,09/22/08
LY-D023,BMW,1,Fuel,,Yes,Yes,Yes,2194,301,90,3214,2871,513,258,4688,2540,307,221,4198,1274,502,283,2717,282,344,219,1250,4637,751214,56621,09/19/08
ASA-014-015,Volvo,2,Steering,,Yes,No,Yes,0,0,19,43,0,0,0,8,0,0,32,46,2,0,0,6,1,0,4,32,32,10278,635,09/15/08
ASA-014-004,Volvo,1,Suspension,,Yes,Yes,No,136,12,0,283,25,3,0,133,0,2,0,78,6,9,0,45,1,11,0,30,52,50753,3313,09/15/08
34 35 9 058 889,BMW,1,Brakes,,Yes,No,No,0,0,0,246,0,0,0,420,0,0,0,457,1,0,0,398,0,0,0,180,229,58772,5143,09/15/08
B-5702,Porsche,1,Fuel,,Yes,No,Yes,0,0,74,102,0,0,125,217,0,0,101,163,6,0,61,136,2,0,59,115,140,45079,3954,09/09/08
71-0307,Saab,1,Fuel,,Yes,Yes,Yes,104,78,14,354,52,22,13,173,47,10,2,150,26,18,29,178,12,33,15,196,222,65751,3447,09/09/08
RLS3094L,BMW,1,Steering,,Yes,Yes,No,0,0,0,0,0,0,0,0,0,2,0,5,80,26,0,221,53,62,0,243,950,58529,5022,09/09/08
B-5206,BMW,3,Fuel,,Yes,Yes,Yes,4331,1008,1442,8412,2492,1125,1430,6656,2610,956,1015,5957,1598,1541,648,4631,97,1284,398,2334,4695,949375,72026,09/05/08
2ETLAN-LR3 08,Land Rover,1,Accessories,,No,No,No,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,39070,3516,09/05/08
YB-Z001,Saab,2,Electrical,,No,Yes,No,17,7,0,47,10,9,0,39,0,6,0,20,0,8,0,19,0,14,0,22,22,116309,8831,09/05/08
B-8158,Porsche,1,Body,,No,No,Yes,0,0,0,125,0,0,0,260,0,0,0,136,0,0,16,135,0,0,21,444,507,23123,1492,09/05/08
AS-A775,Volvo,2,Steering,,No,No,No,0,0,0,101,0,0,0,62,54,0,0,128,43,0,0,124,0,0,0,65,78,150478,17836,09/03/08
H13-2989,BMW,1,Suspension,,No,Yes,No,0,4,0,32,0,5,0,28,0,6,0,48,0,11,0,24,0,11,0,24,28,32947,3455,08/28/08
21-6351-4066-R,Volvo,1,Steering,,No,Yes,No,0,13,0,68,0,13,0,53,0,36,0,81,0,16,0,67,0,8,0,27,46,43554,5863,08/27/08
21-6351-4066-L,Volvo,1,Steering,,No,Yes,No,0,30,0,82,0,15,0,53,0,34,0,81,0,14,0,59,0,6,0,16,33,36018,5841,08/27/08
71-0142,Porsche,1,Cooling,,Yes,No,No,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,2,0,0,6,7,15132,1777,08/27/08
ROJ-775,BMW,1,Fuel,,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,32,130,143,107664,8251,08/26/08
H13-4253,BMW,1,Suspension,,No,Yes,No,0,15,0,33,0,2,0,23,0,5,0,27,0,7,0,32,0,0,0,24,43,45255,1744,08/22/08
H13-4254,BMW,1,Suspension,,No,Yes,No,0,11,0,29,0,5,0,23,0,8,0,29,0,8,0,33,0,1,0,23,41,45255,1744,08/22/08
71-0159,Porsche,1,Cooling,,Yes,No,No,0,0,0,4,0,0,0,4,0,0,0,4,1,0,0,10,0,0,0,7,11,15132,1777,08/20/08
390057,BMW,4,Suspension,,No,Yes,No,0,0,0,0,0,120,0,127,0,57,0,378,0,29,0,373,0,153,0,409,513,571186,47197,08/20/08
H13-2666,BMW,2,Suspension,,Yes,Yes,No,0,40,0,159,0,82,0,176,0,80,0,153,6,79,0,150,7,73,0,111,126,163912,8865,08/20/08
H23-4863,Volvo,1,Suspension,,No,Yes,No,0,41,0,305,0,62,0,139,0,60,0,96,0,79,0,149,0,21,0,96,110,188857,21747,08/15/08
H23-4864,Volvo,1,Suspension,,No,Yes,No,0,4,0,40,0,9,0,108,0,2,0,16,0,6,0,113,0,5,0,23,56,89282,11931,08/15/08
AS-B577-L,Volvo,1,Steering,,No,Yes,No,0,22,0,264,0,7,0,145,0,8,0,111,0,6,0,42,0,1,0,17,19,166214,18723,08/13/08
3124-BM381L001-A018,BMW,1,Suspension,,No,Yes,No,0,7,0,22,0,6,0,14,0,7,0,19,0,2,0,7,0,2,0,6,8,46662,1863,08/13/08
